id,y,5515,5267,1622,5064,1449,2640,2949,150,612,2671,1620,3698,252,3731,1497,1284,5219,5755,1588,3094,3730,2038,4182,4992,5029,5212,4286,4178,408,409,1867,1916,5942,2701,439,161,1668,5754,3300,3264,4836,3268,15,449,271,1566,5770,3259,6317,6287,5044,1522,441,5130,46,2070,5379,3375,1390,5742,1570,3136,3328,573,6088,3079,585,5321,1898,3476
0,1,0.695020616,1.696122527,25.6979599,146.6700439,0.516282976,0.030779894,-7.33E-05,-1.936803818,0.500280738,0.03801997,9.646969795,0.791273892,0.047334645,-0.581823349,1.43E-06,2.692468405,23.04012489,1.17499876,3.750284195,0.142544433,0.01640456,0.539865255,0.08423008,0.420643926,0.576334536,16.90280914,0.018482856,0.755020142,0.325300127,0.04235214,3.699809551,9.788042068,3.431443691,-0.000524783,0.388331294,0.011102176,19.66559982,2.147289038,3.514862776,-3.817425013,-1.38E-05,0.08780472,0.523676455,0.531492531,0.504772604,3.49000001,1.151330233,-0.023227882,0.047099028,0.045267023,0.08053571,7.755246639,0.070156574,0.430550754,0.481216192,0.491154164,0.66494,0.81881994,-1.306381345,2.050316095,0.580971062,4.76E-05,12.18643856,0.4880822,0.673252285,2.327974558,1.628323793,0.020121858,3.121766329,0.029324006
1,1,1.107808113,-5.305567265,23.156847,125.3817444,0.507699728,0.039007671,-0.000140674,-1.799069285,0.502887368,0.037012517,20.72569847,0.903357267,0.048219174,-0.842257977,2.25E-07,1.551730871,12.21143818,1.879153252,6.003423691,0.105763145,0.007257835,0.550048113,0.046067186,0.387926757,0.658477247,3.624591112,0.023507509,0.825958252,0.43648833,0.098803997,3.641673088,10.28667068,0.302050531,-0.000959718,0.606103659,0.021655113,19.09515953,2.694146156,3.213193655,-5.044839859,0.000217939,-0.025500897,0.375272691,0.378363639,0.505774796,0.789999962,1.760058165,0.061222505,0.047305882,0.04889803,0.068968512,19.17690659,0.296980381,0.418794572,0.341475397,0.505055368,0.639683604,0.8702088,-1.33274734,1.994417429,0.595478594,2.64E-05,12.73740768,0.341475397,0.581815779,2.303921938,1.482959628,0.021651577,3.42001009,-0.00720079
2,1,6.996283054,5.587172031,32.66166687,203.6228485,0.521512389,0.03647361,-0.000177872,-2.008872271,0.490221649,0.036205489,8.067224503,0.8160941,0.047613498,-0.428816468,9.42E-08,6.166205883,18.37036324,10.68153477,4.648488998,0.252930075,0.021942189,0.554106891,0.082632028,0.1976448,0.536855161,12.40667725,0.018273631,0.688152671,0.329885751,0.044924378,3.08283639,9.262576103,0.029999999,0.001571322,0.383881301,0.017282849,13.6120615,5.31591177,3.033441067,-4.757525444,-0.000192218,0.052281544,0,1.212799907,0.491199464,0.899999976,10.43157005,0.003300095,0.04784577,0.050400667,0.064036779,18.46290207,0.074644208,0.211126268,11.33500004,0.487447023,0.621086836,1.00702858,-1.339728832,21.81738663,0.965461075,3.92E-05,11.9775219,22.67000008,0.678061008,2.98990798,2.534865379,0.017602524,2.786556721,-0.066310123
3,1,1.371172428,2.772768974,24.90522385,146.5875854,0.506891727,0.046788171,-0.000210598,-1.881728053,0.517862141,0.050431892,11.49698067,0.821903646,0.047314763,-0.546797693,1.84E-07,2.209088564,21.04459572,2.065252781,4.871716499,0.150070235,0.017103236,0.559212387,0.104136951,0.251509637,0.590472698,14.78765392,0.031741496,0.713952005,0.332001865,0.048486114,3.993303776,10.00084591,0.401284218,0.002624297,0.388263375,0.021234462,18.04330444,2.868831396,3.16556859,-4.928912163,-0.000271682,0.126448885,0.485479444,0.631785691,0.516174376,9.239999771,2.001132965,-0.061257742,0.048016179,0.047896009,0.033669781,24.19993973,0.075378805,0.25350824,0.485753417,0.497467637,0.65167141,1.020731568,-1.270041585,5.28631115,0.737626553,6.50E-05,12.97260094,0.49901408,0.660904586,2.462325573,2.432509661,0.010680775,3.14764595,0.035707667
4,1,1.750653505,1.864487171,33.62794876,151.8710785,0.525828183,0.057407826,-0.000655619,-2.023459673,0.498596281,0.056225162,10.2550602,0.757443726,0.045130778,-0.430501342,2.96E-07,5.166434765,26.86353111,2.328081369,4.336147308,0.152038351,0.032334689,0.597978652,0.308715343,0.199923009,0.654959381,20.38784981,0.028003309,0.609013081,0.339771092,0.043882355,2.872449875,8.200267792,0.265123934,0.003906244,0.409101784,0.035606176,13.29146194,3.191896915,3.245354414,-5.463148117,-0.000690058,-0.042655054,0.602542341,0.573548377,0.490174055,0.839999974,2.885498524,0.00588932,0.046676468,0.04638939,0.02218488,24.95002747,0.108696401,0.206823021,0.573387086,0.490311712,0.643030167,0.918560624,-1.130869389,4.433985233,0.946112812,0.000411559,11.5080986,0.546923041,0.667482674,2.040212631,2.11222434,0.018385036,2.721263409,0.026910782
5,1,0.726322174,3.468783379,31.78926468,153.4115143,0.503621459,0.029439624,-0.000143646,-1.660760283,0.492032826,0.025871733,12.90803528,0.79967761,0.050841454,-0.445295632,2.70E-06,2.282642841,18.53052711,1.165537477,5.879926682,0.167628497,0.025611904,0.506518602,0.117640868,0.361320555,0.749085009,11.56930637,0.019226305,0.921163082,0.367193043,0.066321447,3.237050056,8.36421299,1.018851876,0.000523224,0.4359833,0.015665121,13.97171116,2.34561801,3.22088027,-3.341975212,0.000391564,0.131639361,0.313636363,0.312424242,0.492515683,0.819999993,1.190358162,-0.033165358,0.046311963,0.048010092,0.055852272,22.05086327,0.098554969,0.390773445,0.313484848,0.514009655,0.862587214,0.963774502,-1.2022686,1.414965749,0.713320434,0.000962228,12.43216896,0.313030303,0.666432738,2.344333649,1.215661407,0.020540677,3.024696827,0.029517729
6,0,2.068443775,3.901220083,22.10054016,146.1256866,0.536215603,0.045988236,-0.000972233,-2.054947853,0.482594043,0.048999693,8.446814537,0.801450193,0.046408337,-0.548409224,2.85E-07,1.586131096,20.68728065,2.164428234,4.175038338,0.143638402,0.023571935,0.578046024,0.229747757,0.29055199,0.800080657,14.76373768,0.018606823,0.731036246,0.328061491,0.041273594,2.737989426,7.585940361,1.002144098,-0.002441657,0.391821176,0.029469132,12.44924355,2.867303371,3.24672699,-3.616420746,-0.000146203,0.216072366,0.490416676,0.519558847,0.479225159,1.9799999,2.495740652,-0.047171019,0.049068656,0.050587781,0.041470744,28.74960709,0.088428766,0.296100885,0.483835578,0.500140429,0.715665996,0.899856806,-1.148509383,6.039797783,0.869211316,0.000444585,10.02766418,0.527164161,0.656991065,2.257789612,2.353870869,0.017867371,2.697308064,0.04089589
7,1,1.063019395,1.439332008,30.42455101,168.1561127,0.504194617,0.028311009,-7.40E-06,-1.803151011,0.498881429,0.028725643,8.997771263,0.746964157,0.050507441,-0.386621147,1.35E-06,7.665198803,22.23875809,1.411264777,3.48431015,0.194875181,0.037626032,0.561800897,0.050753027,0.328386456,0.543980181,16.22968102,0.021167018,0.89544481,0.32762742,0.033705547,3.462910175,10.56497478,0.029999999,0.001205277,0.386335492,0.01396994,16.28610802,2.292910576,3.389155865,-4.489477634,0.000137789,-0.066735573,5.054285526,1.378846049,0.486297548,2.460000038,1.794743538,-0.014929962,0.046138275,0.0459572,0.036070157,10.6505661,0.060629487,0.330238253,3.539999962,0.500419557,0.682784736,0.918137908,-1.227820754,3.130674839,0.849874198,0.000130944,11.59880733,1.022058725,0.665272832,2.651469946,1.650965929,0.020856064,3.282723427,0.005064368
8,0,1.149898648,3.174211979,30.23703766,117.3960724,0.498881429,0.035383545,-3.72E-05,-1.622074604,0.5097875,0.03746403,9.262812614,0.872949779,0.050619021,-0.699058712,1.01E-06,1.782580733,17.18631744,2.111145496,4.315527916,0.088614576,0.018635429,0.52936244,0.042882275,0.444259077,0.734652758,10.2891655,0.01601512,0.876797378,0.336282104,0.039262548,3.935853004,11.25148582,3.045152903,0.000460631,0.394808918,0.012836563,17.77728081,2.264941454,3.364057302,-6.563183784,-0.0001674,-0.137786224,1.257407308,0.674716949,0.482662201,0.789999962,2.362232208,-0.020521164,0.048439443,0.04335637,0.23282297,5.199399948,0.077374786,0.447008729,0.894250035,0.494825184,0.663764596,0.845752358,-1.292358518,8.724994659,0.947721541,2.13E-05,12.33195305,0.872195125,0.663902938,1.937066913,2.596951008,0.021090688,3.256055355,0.029560328
