filename,label
a0001.png,1
a0002.png,1
a0003.png,1
a0004.png,0
a0005.png,0
a0006.png,0
a0007.png,0
a0008.png,1
a0009.png,0
a0010.png,0
a0011.png,1
a0012.png,0
a0013.png,0
a0014.png,0
a0015.png,0
a0016.png,1
a0017.png,0
a0018.png,0
a0019.png,0
a0020.png,1
a0021.png,1
a0022.png,1
a0023.png,1
a0024.png,1
a0025.png,0
a0026.png,0
a0027.png,0
a0028.png,1
a0029.png,0
a0030.png,1
a0031.png,1
a0032.png,1
a0033.png,1
a0034.png,0
a0035.png,0
a0036.png,0
a0037.png,0
a0038.png,1
a0039.png,1
a0040.png,1
a0041.png,1
a0042.png,1
a0043.png,0
a0044.png,0
a0045.png,1
a0046.png,0
a0047.png,0
a0048.png,1
a0049.png,0
a0050.png,1
a0051.png,0
a0052.png,1
a0053.png,0
a0054.png,0
a0055.png,1
a0056.png,1
a0057.png,0
a0058.png,0
a0059.png,0
a0060.png,0
a0061.png,0
a0062.png,1
a0063.png,1
a0064.png,1
a0065.png,0
a0066.png,1
a0067.png,1
a0068.png,0
a0069.png,0
a0070.png,1
a0071.png,0
a0072.png,1
a0073.png,0
a0074.png,0
a0075.png,0
a0076.png,0
a0077.png,1
a0078.png,1
a0079.png,1
a0080.png,1
a0081.png,1
a0082.png,1
a0083.png,1
a0084.png,0
a0085.png,0
a0086.png,0
a0087.png,1
a0088.png,0
a0089.png,1
a0090.png,0
a0091.png,1
a0092.png,0
a0093.png,1
a0094.png,0
a0095.png,0
a0096.png,0
a0097.png,1
a0098.png,0
a0099.png,0
a0100.png,1
a0101.png,0
a0102.png,1
a0103.png,0
a0104.png,1
a0105.png,0
a0106.png,0
a0107.png,0
a0108.png,1
a0109.png,1
a0110.png,1
a0111.png,0
a0112.png,1
a0113.png,1
a0114.png,0
a0115.png,0
a0116.png,0
a0117.png,0
a0118.png,1
a0119.png,1
a0120.png,1
a0121.png,1
a0122.png,1
a0123.png,1
a0124.png,1
a0125.png,1
a0126.png,1
a0127.png,0
a0128.png,1
a0129.png,0
a0130.png,0
a0131.png,1
a0132.png,0
a0133.png,0
