e00001,0
e00002,0
e00003,0
e00004,0
e00005,0
e00006,0
e00007,0
e00008,0
e00009,0
e00010,0
e00011,0
e00012,0
e00013,0
e00014,0
e00015,0
e00016,0
e00017,0
e00018,0
e00019,0
e00020,1
e00021,0
e00022,0
e00023,0
e00024,0
e00025,0
e00026,0
e00027,0
e00028,0
e00029,0
e00030,0
e00031,0
e00032,0
e00033,0
e00034,0
e00035,0
e00036,0
e00037,0
e00038,0
e00039,0
e00040,0
e00041,0
e00042,0
e00043,0
e00044,0
e00045,0
e00046,0
e00047,0
e00048,1
e00049,0
e00050,0
e00051,0
e00052,0
e00053,0
e00054,0
e00055,0
e00056,0
e00057,0
e00058,0
e00059,1
e00060,0
e00061,0
e00062,0
e00063,0
e00064,0
e00065,0
e00066,0
e00067,0
e00068,0
e00069,0
e00070,0
e00071,1
e00072,0
e00073,0
e00074,0
e00075,0
e00076,0
e00077,0
e00078,0
e00079,0
e00080,0
e00081,0
e00082,0
e00083,0
e00084,0
e00085,0
e00086,0
e00087,1
e00088,0
e00089,0
e00090,0
e00091,0
e00092,0
e00093,0
e00094,0
e00095,0
e00096,0
e00097,1
e00098,0
e00099,0
e00100,0
e00101,0
e00102,0
e00103,0
e00104,0
e00105,0
e00106,0
e00107,0
e00108,0
e00109,0
e00110,0
e00111,0
e00112,0
e00113,0
e00114,1
e00115,0
e00116,0
e00117,0
e00118,0
e00119,0
e00120,1
e00121,0
e00122,0
e00123,0
e00124,0
e00125,0
e00126,0
e00127,0
e00128,0
e00129,0
e00130,0
e00131,0
e00132,0
e00133,0
e00134,0
e00135,1
e00136,0
e00137,0
e00138,0
e00139,0
e00140,1
e00141,0
e00142,1
e00143,0
e00144,0
e00145,0
e00146,0
e00147,0
e00148,0
e00149,0
e00150,0
e00151,0
e00152,1
e00153,0
e00154,0
e00155,0
e00156,0
e00157,0
e00158,0
e00159,0
e00160,0
e00161,0
e00162,0
e00163,0
e00164,0
e00165,0
e00166,0
e00167,0
e00168,0
e00169,0
e00170,0
e00171,0
e00172,0
e00173,0
e00174,0
e00175,0
e00176,1
e00177,0
e00178,0
e00179,0
e00180,0
e00181,0
e00182,0
e00183,0
e00184,0
e00185,0
e00186,0
e00187,0
e00188,0
e00189,0
e00190,0
e00191,1
e00192,0
e00193,0
e00194,0
e00195,1
e00196,0
e00197,0
e00198,0
e00199,0
e00200,0
e00201,0
e00202,0
e00203,0
e00204,0
e00205,0
e00206,0
e00207,0
e00208,0
e00209,0
e00210,0
e00211,0
e00212,0
e00213,0
e00214,0
e00215,0
e00216,1
e00217,0
e00218,0
e00219,0
e00220,0
e00221,0
e00222,0
e00223,0
e00224,0
e00225,0
e00226,0
e00227,0
e00228,1
e00229,0
e00230,0
e00231,0
e00232,0
e00233,0
e00234,0
e00235,0
e00236,0
e00237,0
e00238,0
e00239,0
e00240,0
e00241,0
e00242,0
e00243,0
e00244,0
e00245,0
e00246,0
e00247,0
e00248,0
e00249,0
e00250,0
e00251,0
e00252,0
